invoice_id,supplier_id,department_id,invoice_date,invoice_amount,currency,payment_terms,invoice_type,submission_hour,image_path,supplier_country,supplier_age_days,supplier_risk_score,blacklisted_flag,avg_invoice_amount,is_fraud,fraud_type,fraud_tags,explanations,supplier_invoice_count_30d,supplier_avg_amount_90d,invoice_amount_zscore,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,region,annual_budget,ocr_total_extracted,image_tamper_flag
INV_0035836,afa28559-67c9-4204-a8e3-33b64e8adc4b,DPT_017,2023-07-25,4842.63,ZAR,NET30,GOODS,23,,DE,66,0.152,0,6038.86,0,NONE,,"{""reason"": ""NONE""}",13.0,6517.610384615386,-0.30890138070925194,0,0,0,Tennessee,476118238.14948916,,
INV_0231564,da385db5-90ee-4067-a16e-9fe593f37596,DPT_013,2023-10-20,5196.24,ZAR,NET30,GOODS,4,,JP,1073,0.177,0,6367.96,0,NONE,,"{""reason"": ""NONE""}",14.0,7005.841489361702,-0.2687737324189167,0,0,1,Missouri,142874477.40079096,,
INV_0049379,48f4ef12-5e99-43d2-be89-6c64e117dac3,DPT_032,2023-06-22,3811.99,ZAR,NET30,SERVICES,15,,SO,3649,0.282,0,6199.96,0,NONE,,"{""reason"": ""NONE""}",15.0,7308.960238095238,-0.42585836561904267,0,0,0,Arkansas,30056782.33772621,,
INV_0013961,4bd6cee6-31b1-4099-9527-21e719bc143e,DPT_047,2023-12-23,2862.48,ZAR,NET30,SERVICES,18,,CG,1985,0.293,0,4615.4,0,NONE,,"{""reason"": ""NONE""}",11.0,5408.759393939394,-0.5336087214578373,0,0,0,Vermont,426130646.54993266,,
INV_0024064,ce7334f2-3393-4b6c-9d37-efb6eafb3e90,DPT_025,2023-05-20,18119.16,ZAR,NET90,GOODS,3,,TV,4226,0.353,0,7531.47,0,NONE,,"{""reason"": ""NONE""}",7.0,8565.3559375,1.1977186989154316,0,0,1,North Carolina,21713503.886269618,,
INV_0278818,28f4e3ce-aded-4a80-bff9-507dcd14a03e,DPT_011,2023-07-31,6733.56,ZAR,NET90,GOODS,18,,KE,3746,0.418,0,13973.15,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",10.0,15410.3071875,-0.09431872189970582,0,1,0,Michigan,446491326.2456061,,
INV_0066143,01d23a76-ca17-4780-be5f-902fb58ac738,DPT_000,2023-11-10,7109.57,ZAR,NET60,GOODS,22,,KZ,3535,0.369,0,2052.36,0,NONE,,"{""reason"": ""NONE""}",17.0,2718.323,-0.051649122528508964,0,0,0,Rhode Island,327888135.03695077,,
INV_0211016,620a60ac-9261-449d-bd22-5c30b28f41de,DPT_041,2023-08-25,2348.6,ZAR,NET60,GOODS,9,,UY,4122,0.364,0,5828.74,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",9.0,7366.350540540541,-0.5919238027718202,0,1,0,Connecticut,51190351.867643066,,
INV_0159807,12e89d10-2871-4733-8bed-db12ad77e82f,DPT_036,2023-11-10,6595.38,ZAR,NET30,GOODS,20,,LI,2720,0.616,0,3806.49,0,NONE,,"{""reason"": ""NONE""}",14.0,4870.50125,-0.10999938262977152,0,0,0,New Hampshire,174005417.58110693,,
INV_0003283,b5caa993-aaca-4101-b153-0f689215583a,DPT_044,2023-12-04,2585.09,ZAR,NET90,GOODS,23,,SD,31,0.189,0,2477.22,0,NONE,,"{""reason"": ""NONE""}",8.0,2435.2379411764705,-0.5650869272757048,0,0,0,Tennessee,292357118.7866788,,
INV_0117306,6889803e-5913-49d3-b852-99f4175ba98d,DPT_031,2023-02-02,24714.68,ZAR,NET60,SERVICES,15,,TN,129,0.255,0,23489.61,0,NONE,,"{""reason"": ""NONE""}",14.0,27952.528571428575,1.946178037881727,0,0,0,Arkansas,277767319.84191287,,
INV_0154953,74ed5145-8d97-45c7-961d-5c8753c9fe59,DPT_003,2023-05-29,3693.34,ZAR,NET60,GOODS,0,,BT,141,0.261,0,5247.31,0,NONE,,"{""reason"": ""NONE""}",10.0,5841.864705882353,-0.439322762750482,0,0,1,New York,420410228.3429599,,
INV_0147106,26d794d3-0db9-4301-afbb-411aa1235a8c,DPT_009,2023-12-05,1888.13,ZAR,NET30,SERVICES,7,,HU,2570,0.275,0,5234.32,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",13.0,6379.772051282051,-0.6441779194773734,0,1,0,Arizona,228260536.5655489,,
INV_0246975,7bfdcc12-89e0-4ab3-b250-ee18260a5962,DPT_024,2023-10-24,4744.3,ZAR,NET60,SERVICES,19,,VN,4790,0.314,0,3791.61,0,NONE,,"{""reason"": ""NONE""}",17.0,4727.9631578947365,-0.32005986507448103,0,0,0,Rhode Island,498951463.41568965,,
INV_0260861,f4427e0b-6148-4bb3-889b-78d5dbfdd97e,DPT_005,2023-11-27,4374.02,ZAR,NET60,GOODS,21,,UZ,866,0.273,0,3498.76,0,NONE,,"{""reason"": ""NONE""}",13.0,4357.825757575758,-0.36207922428079675,0,0,0,Arkansas,116229088.95079409,,
INV_0099854,83a9c235-5ffd-4015-853f-1db3d275bd43,DPT_011,2023-04-17,5112.91,ZAR,NET30,GOODS,0,,DK,4708,0.395,0,4228.09,0,NONE,,"{""reason"": ""NONE""}",14.0,5600.142051282051,-0.2782300173996402,0,0,1,Michigan,446491326.2456061,,
INV_0206375,bd5609c4-a446-4663-b93b-17fbf76d15fd,DPT_016,2023-02-21,2469.4,ZAR,NET30,GOODS,4,,CV,2545,0.197,0,6424.02,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",11.0,5773.557142857143,-0.5782154237286016,0,1,1,Connecticut,157917265.03383747,,
INV_0147173,5ca260c9-eb76-47c9-b08a-4895d4ffa666,DPT_029,2023-04-24,9047.88,ZAR,NET90,GOODS,8,,KZ,4250,0.155,0,4592.04,0,NONE,,"{""reason"": ""NONE""}",11.0,5866.519428571429,0.16831021673689542,0,0,0,Hawaii,174212213.28368965,,
INV_0144353,1ba362e7-afa4-45e5-ad20-449666d06371,DPT_036,2023-04-29,27849.92,ZAR,NET60,GOODS,14,,LY,130,0.079,0,8512.08,0,NONE,,"{""reason"": ""NONE""}",10.0,8960.62794117647,2.3019649444335513,0,0,0,New Hampshire,174005417.58110693,,
INV_0027114,9912316a-fd9e-4e20-b2f6-095812ef6101,DPT_005,2023-09-14,4877.95,ZAR,NET30,GOODS,12,,PL,519,0.346,0,4978.89,0,NONE,,"{""reason"": ""NONE""}",9.0,5671.916285714286,-0.30489326855853605,0,0,0,Arkansas,116229088.95079409,,
INV_0218243,c122b5b3-284c-43d2-a7d4-15b60d77c5a0,DPT_016,2023-06-13,9121.61,ZAR,NET60,GOODS,16,data/v1/20251214_172643/images/INV_0218243.png,ST,3949,0.193,0,18481.56,0,NONE,,"{""reason"": ""NONE""}",9.0,18376.468333333334,0.17667709411153548,0,0,0,Connecticut,157917265.03383747,21921.41,0.0
INV_0233107,8fd33afc-91fd-4a4f-8d18-ab95668c8477,DPT_043,2023-06-09,13561.6,ZAR,NET30,GOODS,23,data/v1/20251214_172643/images/INV_0233107.png,SO,3587,0.258,1,10576.99,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",17.0,13071.68825,0.6805269771256061,0,0,0,Oregon,41657651.47833375,45304.07,0.0
INV_0033178,513a7052-986f-4025-8f15-ba58fce68504,DPT_038,2023-08-04,2904.07,ZAR,NET30,GOODS,3,,LK,272,0.18,0,7182.4,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",7.0,8400.049705882353,-0.5288890899643981,0,1,1,Connecticut,155462729.73333225,,
INV_0286992,d35ac07a-aa02-47d0-8d4f-8b2b899ac252,DPT_044,2023-01-28,10608.7,ZAR,NET30,GOODS,11,,MZ,4669,0.211,0,10948.66,0,NONE,,"{""reason"": ""NONE""}",10.0,14675.358000000002,0.3454320062918319,0,0,0,Tennessee,292357118.7866788,,
INV_0170698,f36cb62b-892e-4161-be2d-740a1e9b23bc,DPT_001,2023-12-22,1216.07,ZAR,NET30,SERVICES,8,,ZW,155,0.096,0,2387.66,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",10.0,2927.577058823529,-0.7204432607007627,0,1,0,Arkansas,26668785.201303322,,
INV_0168789,90d9170c-f2de-475c-90fc-c9f12ddc756b,DPT_006,2023-12-11,2929.11,ZAR,NET30,SERVICES,19,data/v1/20251214_172643/images/INV_0168789.png,VN,365,0.272,1,4347.74,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",19.0,5267.000285714286,-0.5260475517918635,0,0,0,Texas,377137174.5502147,6021.61,0.0
INV_0221549,657046ea-5b11-451f-b7e9-101d3f8b4433,DPT_036,2023-08-28,38210.09,ZAR,NET60,GOODS,10,,SC,1999,0.492,0,12477.14,1,INFLATED,INFLATED,"{""rules"": [""INFLATED""]}",18.0,17153.530789473687,3.477636610925116,0,0,0,New Hampshire,174005417.58110693,,
INV_0128729,b61e5fdb-1a43-4206-af2d-dcc48df661da,DPT_003,2023-08-19,7059.88,ZAR,NET60,SERVICES,11,,BD,245,0.027,1,6363.52,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",11.0,8986.723333333333,-0.057287941689581165,0,0,0,New York,420410228.3429599,,
INV_0057447,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1,DPT_047,2023-07-02,16371.95,ZAR,NET60,GOODS,22,data/v1/20251214_172643/images/INV_0057447.png,GD,4977,0.116,0,11382.32,0,NONE,,"{""reason"": ""NONE""}",10.0,12460.939999999999,0.9994453798086287,0,0,0,Vermont,426130646.54993266,45780.22,0.0
INV_0219843,3634646c-5806-4961-b9d7-07a9e74ed0b3,DPT_025,2023-03-29,1653.45,ZAR,NET30,GOODS,7,data/v1/20251214_172643/images/INV_0219843.png,GN,1254,0.303,0,2849.32,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",11.0,4022.417567567568,-0.6708093962477585,0,1,0,North Carolina,21713503.886269618,4145.53,0.0
INV_0202851,44afecb7-9f2e-4efc-b480-b91e700e0efc,DPT_017,2023-11-22,3478.09,ZAR,NET30,SERVICES,22,,KW,4608,0.134,0,5801.63,0,NONE,,"{""reason"": ""NONE""}",11.0,5703.745238095238,-0.4637493239181375,0,0,0,Tennessee,476118238.14948916,,
INV_0264868,12916e60-f5e7-4daf-9d69-6bc8dc54d59b,DPT_047,2023-06-14,9727.06,ZAR,NET30,GOODS,7,,PL,3131,0.12,0,7185.13,1,NONE,,"{""reason"": ""NONE""}",16.0,9689.7116,0.2453835352681301,0,0,0,Vermont,426130646.54993266,,
INV_0096351,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,DPT_001,2023-12-07,1650.25,ZAR,NET30,GOODS,12,,AF,1766,0.602,0,5949.61,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",13.0,6194.6824242424245,-0.671172532116453,0,1,0,Arkansas,26668785.201303322,,
INV_0277703,1eac41d9-801f-4909-b1cd-9f6ee3b16d36,DPT_043,2023-09-09,5512.21,ZAR,NET30,SERVICES,7,,IS,699,0.056,0,2233.04,0,NONE,,"{""reason"": ""NONE""}",18.0,2647.0,-0.23291746978410088,0,0,0,Oregon,41657651.47833375,,
INV_0021329,e4354021-392a-4fc4-a47a-c5915da64a3a,DPT_038,2023-02-14,5446.92,ZAR,NET60,SERVICES,7,,TZ,3459,0.407,0,2622.74,0,NONE,,"{""reason"": ""NONE""}",13.0,2954.1205,-0.24032657630505896,0,0,0,Connecticut,155462729.73333225,,
INV_0049930,dc461b34-c7ea-419b-9e6c-f36b9edd2182,DPT_028,2023-09-23,4251.57,ZAR,NET30,SERVICES,19,,MZ,4938,0.242,0,3806.79,0,NONE,,"{""reason"": ""NONE""}",12.0,4713.2153333333345,-0.375974845256311,0,0,0,Nevada,67438047.15168649,,
INV_0112467,21df5609-e959-437f-b95e-6f2b02472360,DPT_005,2023-12-02,9629.3,ZAR,NET30,SERVICES,14,,DE,1937,0.162,0,12298.82,0,NONE,,"{""reason"": ""NONE""}",16.0,14590.4732,0.23428973447951218,0,0,0,Arkansas,116229088.95079409,,
INV_0225483,bbcd6c18-a06e-4de5-810e-4265ad3f5dd4,DPT_009,2023-11-27,6203.97,ZAR,NET60,GOODS,0,data/v1/20251214_172643/images/INV_0225483.png,PH,340,0.039,0,7879.63,0,NONE,,"{""reason"": ""NONE""}",11.0,9813.877692307691,-0.15441657336906087,0,0,1,Arizona,228260536.5655489,19416.01,0.0
INV_0166327,68aa1236-50de-4f43-8de5-c35ab0117b0a,DPT_025,2023-07-14,5917.06,ZAR,NET30,GOODS,18,,UY,4519,0.509,0,4170.24,0,NONE,,"{""reason"": ""NONE""}",14.0,4618.147826086957,-0.18697510839629447,0,0,0,North Carolina,21713503.886269618,,
INV_0097123,38749f3c-c2d4-4b56-8bbe-d98007e67cb0,DPT_011,2023-05-23,459.48,ZAR,NET30,GOODS,6,data/v1/20251214_172643/images/INV_0097123.png,ZW,47,0.193,0,1022.22,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",13.0,1207.38875,-0.8063010628556359,0,1,0,Michigan,446491326.2456061,777.1,0.0
INV_0189806,43ace875-1017-4b44-bb53-f64b7cd61da4,DPT_040,2023-01-13,7152.6,ZAR,NET30,GOODS,3,,MY,1751,0.071,0,5878.6,0,NONE,,"{""reason"": ""NONE""}",10.0,5016.541,-0.04676607989415713,0,0,1,Rhode Island,210207695.81482586,,
INV_0170086,e43e4288-a2b5-4498-9cb8-5aedf5f62c97,DPT_034,2023-12-26,4269.65,ZAR,NET30,GOODS,19,,VC,975,0.627,0,4282.79,0,NONE,,"{""reason"": ""NONE""}",13.0,5214.244736842105,-0.3739231275981869,0,0,0,Tennessee,279931198.2698545,,
INV_0173520,ca9d2704-e860-4cb1-8494-205c34ef2552,DPT_028,2023-12-04,55549.31,ZAR,NET30,GOODS,10,data/v1/20251214_172643/images/INV_0173520.png,CA,156,0.353,0,17257.1,1,INFLATED,INFLATED,"{""rules"": [""INFLATED""]}",12.0,22090.372820512817,5.445290585045606,0,0,0,Nevada,67438047.15168649,104063.63,0.0
INV_0123302,55fa1ab8-458f-4f19-bc07-c57449257af1,DPT_027,2023-10-22,4829.07,ZAR,NET30,SERVICES,2,,AE,3002,0.667,0,5877.71,1,DOC_TAMPER,DOC_TAMPER,"{""rules"": [""DOC_TAMPER""]}",10.0,6052.457,-0.31044016895284504,0,0,1,Maine,381793424.7985393,,
INV_0119100,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,DPT_017,2023-04-03,10822.84,ZAR,NET90,SERVICES,14,,MU,252,0.098,0,4253.14,0,NONE,,"{""reason"": ""NONE""}",12.0,5577.999666666667,0.3697326047050339,0,0,0,Tennessee,476118238.14948916,,
INV_0198249,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2,DPT_042,2023-05-18,4140.49,ZAR,NET30,SERVICES,3,,LA,4447,0.295,0,14399.62,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",10.0,18737.512162162166,-0.3885801990983698,0,1,1,Wyoming,296058218.29171246,,
INV_0001822,55fa1ab8-458f-4f19-bc07-c57449257af1,DPT_001,2023-06-15,4862.76,ZAR,NET30,GOODS,8,,AE,3002,0.667,0,5877.71,0,NONE,,"{""reason"": ""NONE""}",12.0,7811.326666666667,-0.30661702913524536,0,0,0,Arkansas,26668785.201303322,,
INV_0018888,5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,DPT_045,2023-01-14,14187.93,ZAR,NET60,GOODS,2,,GM,4017,0.297,0,13344.8,0,NONE,,"{""reason"": ""NONE""}",6.0,13937.983333333332,0.7516028798254325,0,0,1,Florida,46021400.39881262,,
INV_0158310,cbd58bf6-1efd-46e9-8e37-14af99b49350,DPT_022,2023-07-06,1285.04,ZAR,NET90,SERVICES,9,,GN,44,0.753,0,4116.32,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",11.0,4203.675757575758,-0.7126165479308059,0,1,0,New York,298621222.7947611,,
INV_0041895,4c819260-79ec-433c-bc53-090ee1b41171,DPT_049,2023-04-14,5386.85,ZAR,NET60,GOODS,4,,HT,136,0.324,0,3751.58,0,NONE,,"{""reason"": ""NONE""}",10.0,4709.812,-0.24714331744020906,0,0,1,North Dakota,45958704.060773954,,
INV_0240780,657e01c9-0da2-4e5c-aa36-af1806d3db93,DPT_001,2023-05-18,4865.19,ZAR,NET30,GOODS,11,,PK,2760,0.299,0,4318.51,0,NONE,,"{""reason"": ""NONE""}",20.0,4801.804047619047,-0.30634127283495555,0,0,0,Arkansas,26668785.201303322,,
INV_0096166,a8b317fa-18d0-452b-9825-bc5430beb45f,DPT_040,2023-06-18,4488.53,ZAR,NET60,GOODS,18,,BA,3549,0.365,0,3629.51,0,NONE,,"{""reason"": ""NONE""}",12.0,3755.5991891891895,-0.34908463417948105,0,0,0,Rhode Island,210207695.81482586,,
INV_0074588,260cb547-e228-4fe3-b22d-ce1347a48c42,DPT_038,2023-04-18,1455.16,ZAR,NET30,GOODS,20,,KW,1543,0.345,0,4838.64,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",15.0,4658.665952380952,-0.6933113373113329,0,1,0,Connecticut,155462729.73333225,,
INV_0004157,dff0b9bf-8db3-42c1-82da-bd76f3102525,DPT_017,2023-01-08,7841.38,ZAR,NET30,SERVICES,19,,MU,2209,0.369,1,8743.65,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",3.0,12262.783333333333,0.031396646243161054,0,0,0,Tennessee,476118238.14948916,,
INV_0178988,601bfbcb-f0ee-4cce-8d93-e14a5b167158,DPT_020,2023-09-26,3245.0,ZAR,NET90,GOODS,1,,YE,2331,0.283,0,2452.52,0,NONE,,"{""reason"": ""NONE""}",10.0,3239.8173076923076,-0.490200367553765,0,0,1,New Jersey,245316830.24895635,,
INV_0017296,2999b735-dd56-4c94-bc9a-d14cee0caeb5,DPT_033,2023-09-09,3721.02,ZAR,NET60,GOODS,21,,GE,3095,0.124,1,2223.42,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",26.0,2672.273125,-0.4361816374862743,0,0,0,Pennsylvania,228230337.7671311,,
INV_0180987,69a53b4f-8ff8-469d-8ec0-713dea2c7a51,DPT_006,2023-02-04,6848.5,ZAR,NET60,GOODS,4,,MH,3116,0.252,0,8700.8,0,NONE,,"{""reason"": ""NONE""}",12.0,14527.616153846155,-0.08127533541603423,0,0,1,Texas,377137174.5502147,,
INV_0070550,9ce7eed1-fcdf-4961-a45e-2ad08eefa5dd,DPT_014,2023-08-05,2567.08,ZAR,NET60,GOODS,9,,SV,45,0.173,0,1755.36,0,NONE,,"{""reason"": ""NONE""}",14.0,2097.298292682927,-0.5671307013367012,0,0,0,Texas,213889789.54939508,,
INV_0157312,f5e4a471-3fe6-4c9c-8758-367ba6499cdc,DPT_047,2023-11-29,8980.76,ZAR,NET90,GOODS,12,,UY,580,0.147,0,5755.48,0,NONE,,"{""reason"": ""NONE""}",17.0,6935.3359574468095,0.16069344189102777,0,0,0,Vermont,426130646.54993266,,
INV_0209241,2cf72140-bd9b-4648-a876-1e85bddfa03a,DPT_032,2023-08-26,2469.45,ZAR,NET30,GOODS,17,,SV,3140,0.473,0,4961.85,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",19.0,5945.8,-0.5782097497306533,0,1,0,Arkansas,30056782.33772621,,
INV_0054347,702c1821-c804-4fb7-ad97-3b679b89e5cb,DPT_019,2023-10-11,4519.43,ZAR,NET60,SERVICES,7,,DJ,1145,0.046,0,4545.76,0,NONE,,"{""reason"": ""NONE""}",14.0,5990.776571428572,-0.3455781034473994,0,0,0,Connecticut,269888487.263314,,
INV_0028569,fad409e2-a319-4cb4-a17d-65a0c56811cd,DPT_000,2023-01-08,8487.33,ZAR,NET30,GOODS,18,,JP,3445,0.306,0,16513.39,0,NONE,,"{""reason"": ""NONE""}",5.0,14077.626,0.1046990257379209,0,0,0,Rhode Island,327888135.03695077,,
INV_0271611,e40b50e4-0a08-4989-833c-8f55a1298fa2,DPT_032,2023-06-21,8381.46,ZAR,NET30,GOODS,16,,EE,2642,0.294,0,7107.08,0,NONE,,"{""reason"": ""NONE""}",16.0,8144.017750000001,0.09268490248208022,0,0,0,Arkansas,30056782.33772621,,
INV_0243038,0dec644c-da2d-4156-913a-1734ccb68571,DPT_042,2023-09-19,8139.11,ZAR,NET30,GOODS,4,,TW,3899,0.259,0,7888.54,0,NONE,,"{""reason"": ""NONE""}",12.0,9106.927872340426,0.065183034426418,0,0,1,Wyoming,296058218.29171246,,
INV_0291606,de4379cb-d823-4076-8d6b-b03beb3537a0,DPT_014,2023-04-29,4073.3,ZAR,NET60,GOODS,3,,BT,2717,0.369,0,7898.79,1,SPLIT,SPLIT,"{""rules"": [""SPLIT""]}",10.0,10065.59090909091,-0.3962049175413652,0,1,1,Texas,213889789.54939508,,
INV_0141904,b509f08a-2c98-4bca-9139-7c06a630ad9d,DPT_041,2023-05-21,9651.57,ZAR,NET30,GOODS,6,,PT,997,0.265,0,5551.57,0,NONE,,"{""reason"": ""NONE""}",15.0,6563.07046511628,0.2368169331657082,0,0,0,Connecticut,51190351.867643066,,
INV_0265961,89718eea-df3a-498a-8cac-2fb51a0c6c04,DPT_034,2023-03-03,7280.39,ZAR,NET30,SERVICES,11,,PK,751,0.41,0,4404.94,0,NONE,,"{""reason"": ""NONE""}",12.0,6398.152083333333,-0.032264475937759024,0,0,0,Tennessee,279931198.2698545,,
INV_0061011,9d8776a0-72d7-4bdd-b817-99ffb49e04cc,DPT_047,2023-07-06,27158.61,ZAR,NET30,GOODS,15,,NP,2143,0.324,0,14191.19,0,NONE,,"{""reason"": ""NONE""}",14.0,15852.980857142857,2.2235151140000466,0,0,0,Vermont,426130646.54993266,,
INV_0109977,dcb51c53-5b62-48df-893e-904d30ec2796,DPT_013,2023-05-03,3258.83,ZAR,NET30,GOODS,17,,VC,2055,0.302,0,2467.5,0,NONE,,"{""reason"": ""NONE""}",16.0,2789.3231818181816,-0.4886309397212508,0,0,0,Missouri,142874477.40079096,,
INV_0166177,50fd9d3f-85d5-4695-90b2-b633956b8c0c,DPT_023,2023-11-01,48374.94,ZAR,NET30,GOODS,14,,IQ,4822,0.267,0,13548.56,1,INFLATED,INFLATED,"{""rules"": [""INFLATED""]}",21.0,18105.445641025643,4.631143371831239,0,0,0,Arkansas,471719619.69151163,,
INV_0055259,c9277d9b-6e0d-4648-b5ce-884149732d6c,DPT_032,2023-05-08,3511.19,ZAR,NET30,SERVICES,16,,YE,3478,0.248,0,3253.01,0,NONE,,"{""reason"": ""NONE""}",18.0,3628.126666666666,-0.45999313727632846,0,0,0,Arkansas,30056782.33772621,,
INV_0193064,7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,DPT_031,2023-12-31,16129.23,ZAR,NET60,GOODS,17,,BR,3247,0.186,0,10075.79,0,NONE,,"{""reason"": ""NONE""}",14.0,12775.915135135136,0.9719015241681485,0,0,0,Arkansas,277767319.84191287,,
INV_0290414,f94d6204-6808-493f-9fed-2c43e256a6dc,DPT_033,2023-01-24,1806.85,ZAR,NET30,GOODS,7,,GR,2856,0.375,0,2557.46,0,NONE,,"{""reason"": ""NONE""}",9.0,2231.6311111111113,-0.6534015705422145,0,0,0,Pennsylvania,228230337.7671311,,
INV_0238872,c918a346-c00c-400c-8458-b006332cce0a,DPT_001,2023-03-04,8765.91,ZAR,NET30,GOODS,12,data/v1/20251214_172643/images/INV_0238872.png,HT,135,0.369,1,13703.82,1,GHOST_SUPPLIER,GHOST_SUPPLIER,"{""rules"": [""GHOST_SUPPLIER""]}",12.0,17816.13708333333,0.13631227270695906,0,0,0,Arkansas,26668785.201303322,24703.4,0.0
INV_0043747,b535106e-122c-4a56-81d7-425638602ab6,DPT_032,2023-03-30,13148.99,ZAR,NET30,GOODS,18,,FI,475,0.156,0,9541.43,0,NONE,,"{""reason"": ""NONE""}",17.0,12681.486363636364,0.6337040112562153,0,0,0,Arkansas,30056782.33772621,,
INV_0127839,fbf6e16f-9b30-40d5-afb7-8271504d281f,DPT_011,2023-08-06,2504.84,ZAR,NET90,GOODS,18,,SA,1179,0.114,0,4438.73,0,NONE,,"{""reason"": ""NONE""}",14.0,5109.513888888889,-0.5741936939828097,0,0,0,Michigan,446491326.2456061,,
INV_0292656,a6ca8d50-e5f5-4891-8be3-18a80b39dccf,DPT_039,2023-01-12,7904.58,ZAR,NET90,SERVICES,14,,FM,745,0.2,0,6838.48,0,NONE,,"{""reason"": ""NONE""}",9.0,10026.152222222221,0.038568579649878,0,0,0,Louisiana,211828985.9007984,,
INV_0171280,9a72083c-b266-486c-b467-88bdd38e13e4,DPT_046,2023-09-07,1556.9,ZAR,NET60,SERVICES,18,,SD,2250,0.267,0,2505.12,0,NONE,,"{""reason"": ""NONE""}",10.0,2737.7775,-0.6817658862860262,0,0,0,Mississippi,271866289.7393795,,
INV_0098019,75ac824c-2c55-4ef7-b4e9-573450521700,DPT_028,2023-01-25,4759.97,ZAR,NET30,GOODS,23,,CU,2325,0.321,0,2760.55,0,NONE,,"{""reason"": ""NONE""}",9.0,4994.978888888889,-0.31828163411746746,0,0,0,Nevada,67438047.15168649,,
INV_0230248,85c7f3be-d183-410f-a319-629bd73e7bb9,DPT_004,2023-03-05,17184.26,ZAR,NET60,SERVICES,23,,ZA,2855,0.345,0,17693.4,0,NONE,,"{""reason"": ""NONE""}",10.0,22353.24357142857,1.0916262852771452,0,0,0,Louisiana,295635808.5560889,,
INV_0065283,adcc3daf-569f-4ab3-8643-530068a51c68,DPT_024,2023-07-14,2154.03,ZAR,NET30,GOODS,7,,TG,3444,0.371,0,1208.46,0,NONE,,"{""reason"": ""NONE""}",12.0,1319.5177142857144,-0.6140035983880373,0,0,0,Rhode Island,498951463.41568965,,
INV_0192871,78f2ce6b-d46b-415d-aada-79a34970ed9a,DPT_005,2023-06-11,4622.99,ZAR,NET30,SERVICES,22,,IT,109,0.175,0,3498.4,0,NONE,,"{""reason"": ""NONE""}",13.0,4719.4805,-0.33382611889677277,0,0,0,Arkansas,116229088.95079409,,
INV_0273738,76ecbdd6-8498-4113-b227-462cf53d4330,DPT_011,2023-03-27,6590.03,ZAR,NET30,SERVICES,21,,SZ,1423,0.13,0,1794.43,0,NONE,,"{""reason"": ""NONE""}",9.0,2326.9808823529415,-0.11060650041024522,0,0,0,Michigan,446491326.2456061,,
INV_0090813,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,DPT_048,2023-11-04,1507.14,ZAR,NET30,SERVICES,21,data/v1/20251214_172643/images/INV_0090813.png,TV,2230,0.076,0,2467.71,0,NONE,,"{""reason"": ""NONE""}",9.0,2896.281842105263,-0.687412649044226,0,0,0,Nevada,147954148.85425425,1411.04,0.0
INV_0192699,714011a1-afc2-4cfc-9db7-284b6965d1d1,DPT_013,2023-04-11,40652.5,ZAR,NET30,SERVICES,23,,YE,966,0.188,0,19739.07,1,INFLATED,INFLATED,"{""rules"": [""INFLATED""]}",17.0,26889.092432432433,3.754801197505806,0,0,0,Missouri,142874477.40079096,,
INV_0293179,15cadfaf-f26d-4dd3-8c2a-a0b18982cbf8,DPT_007,2023-12-30,8926.75,ZAR,NET30,SERVICES,1,data/v1/20251214_172643/images/INV_0293179.png,HU,573,0.132,0,7449.72,0,NONE,,"{""reason"": ""NONE""}",23.0,8211.57181818182,0.1545643893072179,0,0,1,New York,135527637.75179547,18221.9,0.0
